study_accession	experiment_title	fastq_ftp
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727107: Ser2P_shPAF1.1_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2084540/SRR2084540.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727108: Ser2P_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2084541/SRR2084541.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727108: Ser2P_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2084542/SRR2084542.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727108: Ser2P_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/003/SRR2084543/SRR2084543.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727109: Ser2P_shSCR_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/004/SRR2084544/SRR2084544.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727110: Ser2P_shSCR_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/005/SRR2084545/SRR2084545.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727110: Ser2P_shSCR_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/006/SRR2084546/SRR2084546.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727110: Ser2P_shSCR_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/007/SRR2084547/SRR2084547.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727111: Input_shSCR_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/008/SRR2084548/SRR2084548.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727111: Input_shSCR_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2084549/SRR2084549.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727111: Input_shSCR_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2084550/SRR2084550.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727111: Input_shSCR_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2084551/SRR2084551.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727112: N20_shPAF1.1_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2084552/SRR2084552.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727112: N20_shPAF1.1_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/003/SRR2084553/SRR2084553.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727112: N20_shPAF1.1_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/004/SRR2084554/SRR2084554.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727112: N20_shPAF1.1_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/005/SRR2084555/SRR2084555.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727113: N20_shSCR_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/006/SRR2084556/SRR2084556.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727113: N20_shSCR_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/007/SRR2084557/SRR2084557.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727113: N20_shSCR_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/008/SRR2084558/SRR2084558.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727113: N20_shSCR_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2084559/SRR2084559.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727114: dRpb1_dsLacZ_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2084560/SRR2084560.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727114: dRpb1_dsLacZ_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2084561/SRR2084561.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727114: dRpb1_dsLacZ_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2084562/SRR2084562.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727114: dRpb1_dsLacZ_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/003/SRR2084563/SRR2084563.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727115: dRpb1_dsPAF1.1_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/004/SRR2084564/SRR2084564.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727115: dRpb1_dsPAF1.1_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/005/SRR2084565/SRR2084565.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727115: dRpb1_dsPAF1.1_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/006/SRR2084566/SRR2084566.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727115: dRpb1_dsPAF1.1_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/007/SRR2084567/SRR2084567.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727116: Input_dsLacZ_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/008/SRR2084568/SRR2084568.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727116: Input_dsLacZ_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2084569/SRR2084569.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727116: Input_dsLacZ_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2084570/SRR2084570.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727116: Input_dsLacZ_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2084571/SRR2084571.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727117: Input_dsPAF1.1_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2084572/SRR2084572.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727117: Input_dsPAF1.1_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/003/SRR2084573/SRR2084573.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727117: Input_dsPAF1.1_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/004/SRR2084574/SRR2084574.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727117: Input_dsPAF1.1_S2_rep1_ChIPSeq; Drosophila melanogaster; ChIP-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/005/SRR2084575/SRR2084575.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727118: GRO.seq_shPAF1.1_HCT116_rep1; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/006/SRR2084576/SRR2084576.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727118: GRO.seq_shPAF1.1_HCT116_rep1; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/007/SRR2084577/SRR2084577.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727118: GRO.seq_shPAF1.1_HCT116_rep1; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/008/SRR2084578/SRR2084578.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727118: GRO.seq_shPAF1.1_HCT116_rep1; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2084579/SRR2084579.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727119: GRO.seq_shPAF1.1_HCT116_rep2; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2084580/SRR2084580.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727119: GRO.seq_shPAF1.1_HCT116_rep2; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2084581/SRR2084581.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727119: GRO.seq_shPAF1.1_HCT116_rep2; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2084582/SRR2084582.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727119: GRO.seq_shPAF1.1_HCT116_rep2; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/003/SRR2084583/SRR2084583.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727120: GRO.seq_shSCR_HCT116_rep1; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/004/SRR2084584/SRR2084584.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727120: GRO.seq_shSCR_HCT116_rep1; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/005/SRR2084585/SRR2084585.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727120: GRO.seq_shSCR_HCT116_rep1; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/006/SRR2084586/SRR2084586.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727120: GRO.seq_shSCR_HCT116_rep1; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/007/SRR2084587/SRR2084587.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727121: GRO.seq_shSCR_HCT116_rep2; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/008/SRR2084588/SRR2084588.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727121: GRO.seq_shSCR_HCT116_rep2; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2084589/SRR2084589.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727121: GRO.seq_shSCR_HCT116_rep2; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2084590/SRR2084590.fastq.gz
PRJNA288695	NextSeq 500 sequencing; GSM1727121: GRO.seq_shSCR_HCT116_rep2; Homo sapiens; OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2084591/SRR2084591.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727122: nascent.RNA_shPAF1.1_HCT116_rep1; Homo sapiens; ncRNA-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2084592/SRR2084592.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727123: nascent.RNA_shPAF1.1_HCT116_rep2; Homo sapiens; ncRNA-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/003/SRR2084593/SRR2084593.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727124: nascent.RNA_shSCR_HCT116_rep1; Homo sapiens; ncRNA-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/004/SRR2084594/SRR2084594.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727125: nascent.RNA_shSCR_HCT116_rep2; Homo sapiens; ncRNA-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/005/SRR2084595/SRR2084595.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727126: total.RNA_shPAF1.1_HCT116_rep1; Homo sapiens; RNA-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/006/SRR2084596/SRR2084596.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727127: total.RNA_shPAF1.1_HCT116_rep2; Homo sapiens; RNA-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/007/SRR2084597/SRR2084597.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727128: total.RNA_shSCR_HCT116_rep1; Homo sapiens; RNA-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/008/SRR2084598/SRR2084598.fastq.gz
PRJNA288695	Illumina HiSeq 2000 sequencing; GSM1727129: total.RNA_shSCR_HCT116_rep2; Homo sapiens; RNA-Seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2084599/SRR2084599.fastq.gz
